novel_label,novel_rationale,first_seen,best_topic_id,best_topic_name,similarity,action,notes,llm_label
General Feedback on Food,The review expresses a general sentiment about food without specific issues.,2025-10-24T16:54:57.000000+0530,GOOD_QUALITY_FOOD,Good Quality Food,0.5685051679611206,new,"This topic introduces a specific aspect of positive feedback related to discounts, which is not covered in existing topics.",Positive Feedback on Discounts
Order Preparation Delay,"The review mentions a delay in preparing the order, which is not covered in the existing topics.",2025-10-18T19:27:39.000000+0530,LATE_DELIVERY,Late Delivery,0.568337619304657,merge,"Topics A and B both relate to delivery, with Topic B being a specific instance of delivery mentioned in Topic A.",General Delivery
Fake App Review,"The review suggests the app is fake and warns against purchasing, which is not covered in the catalog.",2025-10-02T07:34:37.000000+0530,GREAT_APP,Great App,0.5678393840789795,merge,Consolidated topics related to app performance and user experience.,App Performance
Feedback request process,"The review suggests a process for providing feedback after using the service, which is not covered in the existing topics.",2025-10-12T10:27:31.000000+0530,POSITIVE_EXPERIENCE,Positive Experience,0.5677312612533569,merge,Consolidating Topic A and Topic B as they both address dissatisfaction with quality.,Food Quality Complaint
Parcel Received Feedback,The review mentions receiving a parcel but does not specify any issues or experiences related to the delivery process.,2025-10-13T16:03:31.000000+0530,NO_DELIVERY_YET,No Delivery Yet,0.5672127604484558,merge,"Both topics address issues related to the timing of delivery, with Topic B being a specific instance of the concern raised in Topic A.",Delivery Timing Concern
Delivery partner communication issue,"The review mentions a delivery partner not receiving a phone, which is not covered in the existing topics.",2025-10-12T10:35:07.000000+0530,NO_DELIVERY_YET,No Delivery Yet,0.5661953687667847,merge,Topics A and B convey the same concept of expressing dissatisfaction without specific details.,Generic Negative Feedback
Delivery Issue,The review indicates a problem with delivery but does not specify which existing category applies.,2025-09-28T16:48:30.000000+0530,NO_DELIVERY_YET,No Delivery Yet,0.5650596618652344,merge,Both topics refer to the app in a positive context without specific issues.,App Mentioned
Mediocre Food App,The review suggests the app is just okay without specific issues.,2025-10-25T04:04:59.000000+0530,GREAT_APP,Great App,0.5647522211074829,new,"The review expresses boredom with the app, which is not covered in the existing topics.",Bored App Experience
Vague Positive Feedback,The review is too brief and lacks specific details.,2025-10-18T10:39:12.000000+0530,POSITIVE_EXPERIENCE,Positive Experience,0.564128041267395,new,"Consolidating topics related to delivery location problems, including bugs and address finding.",Delivery Location Issues
Order Canceled Automatically,"The review mentions an automatic cancellation of the order, which is not explicitly covered in the existing topics.",2025-10-16T08:56:05.000000+0530,NO_CANCEL_OPTION,No Cancel Option,0.5638008713722229,merge,"Both topics relate to the absence of detailed feedback, with Topic A indicating a lack of specific issues and Topic B suggesting a general positive experience without specifics.",No specific feedback
Positive Feedback on Discounts,"The review mentions a positive aspect regarding discounts, which is not covered in the existing topics.",2025-10-16T08:11:40.000000+0530,POSITIVE_EXPERIENCE,Positive Experience,0.5632525682449341,merge,"Both topics express a positive sentiment towards a service or experience, making them redundant.",Positive Sentiment and Experience
General delivery mention,The review only mentions 'delivery' without specific issues.,2025-10-03T14:05:50.000000+0530,FAST_DELIVERY,Fast Delivery,0.5630614757537842,merge,"Consolidated topics related to service experiences, both positive and negative.",Service Quality
Slow App Response,"The review mentions slow app response compared to a competitor, which is not covered in the catalog.",2025-10-04T15:23:32.000000+0530,GREAT_APP,Great App,0.5627933144569397,merge,Both topics express satisfaction and positive sentiment regarding service.,Positive Experience
App Trust Issues,"The review expresses a lack of trust in the app, which is not covered in the existing topics.",2025-10-04T14:22:12.000000+0530,GREAT_APP,Great App,0.5615772008895874,new,"The review expresses a lack of trust in the app, which is not covered in the existing topics.",App Trust Issues
General dissatisfaction with app,The review expresses a strong negative sentiment towards Swiggy without specifying a particular issue covered in the catalog.,2025-10-23T09:26:42.000000+0530,GREAT_APP,Great App,0.5595214366912842,merge,Consolidated due to contrasting sentiments towards the same application.,General dissatisfaction with app
Unfair delivery timing,"The review expresses dissatisfaction with the delivery time being perceived as unfair, which is not explicitly covered in the existing topics.",2025-10-05T22:16:59.000000+0530,FAST_DELIVERY,Fast Delivery,0.5594968795776367,new,"This topic addresses a specific concern regarding perceived unfairness in delivery timing, which is not covered by existing topics.",Unfair Delivery Timing
Restaurant Availability Issue,"The review mentions a closed restaurant, which is not covered in the existing topics.",2025-10-07T15:37:54.000000+0530,LIMITED_OPTIONS,Limited Options,0.5590319037437439,new,"The review mentions a closed restaurant, which is not covered in the existing topics.",Restaurant Availability Issue
General Food Appreciation,The review expresses enjoyment of NYC food without specific issues.,2025-10-17T12:54:21.000000+0530,GOOD_QUALITY_FOOD,Good Quality Food,0.5588390827178955,merge,"Topics A and B both focus on the enjoyment and quality of food, making them redundant.",General Food Appreciation
Critique on app usage,The review expresses a negative opinion about the app's impact on spending and lifestyle without specifying a traditional complaint.,2025-10-12T13:48:21.000000+0530,GREAT_APP,Great App,0.5575525164604187,merge,"Both topics discuss opinions on the app, one being negative and the other positive.",App Reviews
Cancellation Charge Issue,Review mentions a specific cancellation charge not addressed in the catalog.,2025-10-17T14:10:47.000000+0530,NO_CANCEL_OPTION,No Cancel Option,0.5566433668136597,merge,Both topics relate to issues surrounding cancellation policies.,Cancellation Charge and No Cancel Option
Poor Delivery Service,"The review indicates a general dissatisfaction with the delivery system, which is not specifically covered in the existing topics.",2025-10-22T21:44:44.000000+0530,FAST_DELIVERY,Fast Delivery,0.5566426515579224,new,"Consolidating topics related to delivery service, including both poor and fast delivery experiences.",Delivery Service
Delivery partner floor issue,"The review mentions a specific issue with the delivery partner not delivering to the correct floor, which is not covered in the existing topics.",2025-10-10T08:47:38.000000+0530,NO_DELIVERY_YET,No Delivery Yet,0.5564858913421631,new,"This topic addresses a specific issue with the delivery partner not delivering to the correct floor, which is not covered in the existing topics.",Delivery partner floor issue
Positive feedback on dish,The review expresses satisfaction with the dish but does not fit existing categories.,2025-10-05T16:35:41.000000+0530,POSITIVE_EXPERIENCE,Positive Experience,0.556282639503479,merge,Consolidating Topic A and Topic B as they both express positive sentiments related to experiences.,Positive Feedback on Dish
Service Improvement Suggestion,The review suggests improving services but does not specify an issue.,2025-09-28T14:05:50.000000+0530,POSITIVE_EXPERIENCE,Positive Experience,0.5559640526771545,merge,"Both topics relate to customer feedback, with Topic A focusing on subscription experiences and Topic B indicating a quality issue that could be part of the subscription feedback.",Subscription Feedback
General feedback on offerings,The review mentions 'offers' but does not specify any issues or experiences related to the service.,2025-10-17T17:29:24.000000+0530,POSITIVE_EXPERIENCE,Positive Experience,0.5554580688476562,new,"This topic addresses the specific issue of users being unable to hide or block restaurants, which is not covered in existing topics.",Restaurant Blocking Issue
Delivery Assignment Issue,"The review mentions delivery people not being assigned, which is not covered in the existing topics.",2025-10-22T19:19:28.000000+0530,CANT_FIND_ADDRESS,Can't Find Address,0.5541625022888184,merge,Consolidated general negative and positive experiences into a single category for clarity.,General Experience
